,audio,sentence
441,"{'array': array([array([ 3.6208241e-04, -9.4813811e-05, -9.6073571e-05, ...,
              -3.3020906e-03, -3.0765454e-03, -3.1458528e-03], dtype=float32),
       array([ 3.6208241e-04, -9.4813811e-05, -9.6073571e-05, ...,
              -3.3020906e-03, -3.0765454e-03, -3.1458528e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_36929821_104527157.wav', 'sampling_rate': 16000}",I'm feeling nauseous
442,"{'array': array([array([-5.2511907e-04, -7.2132167e-04,  2.5400950e-05, ...,
               3.2107937e-04, -1.7862546e-04, -2.1486178e-04], dtype=float32),
       array([-5.2511907e-04, -7.2132167e-04,  2.5400950e-05, ...,
               3.2107937e-04, -1.7862546e-04, -2.1486178e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_43719934_49681718.wav', 'sampling_rate': 16000}",My muscles in my lower back are aching.
443,"{'array': array([array([ 1.0058397e-05,  3.3120134e-05,  1.7500095e-05, ...,
              -2.7076860e-07,  1.2920169e-07, -6.6034914e-08], dtype=float32),
       array([ 1.0058397e-05,  3.3120134e-05,  1.7500095e-05, ...,
              -2.7076860e-07,  1.2920169e-07, -6.6034914e-08], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_15830408_23699319.wav', 'sampling_rate': 16000}",My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
444,"{'array': array([array([0.00183968, 0.00274926, 0.00238518, ..., 0.00247032, 0.00254998,
              0.00233166], dtype=float32)                                     ,
       array([0.00183968, 0.00274926, 0.00238518, ..., 0.00247032, 0.00254998,
              0.00233166], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44323331_25847807.wav', 'sampling_rate': 16000}",My right shoulder clicks when I move my arm.
445,"{'array': array([array([-2.4368553e-03, -1.0642076e-03, -4.1383624e-05, ...,
               1.4809587e-02,  1.4808999e-02,  1.4234330e-02], dtype=float32),
       array([-2.4368553e-03, -1.0642076e-03, -4.1383624e-05, ...,
               1.4809587e-02,  1.4808999e-02,  1.4234330e-02], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_40571337_77261096.wav', 'sampling_rate': 16000}",when i raise my hand i feel pain in my shoulder.
446,"{'array': array([array([-0.00053013, -0.00109926, -0.00170411, ...,  0.00257613,
               0.00232705,  0.00129495], dtype=float32)               ,
       array([-0.00053013, -0.00109926, -0.00170411, ...,  0.00257613,
               0.00232705,  0.00129495], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44273314_84611968.wav', 'sampling_rate': 16000}",My neck has been sore since the accident.
447,"{'array': array([array([ 0.00066317, -0.00051128,  0.0005683 , ..., -0.00117404,
               0.00177944,  0.00136107], dtype=float32)               ,
       array([ 0.00066317, -0.00051128,  0.0005683 , ..., -0.00117404,
               0.00177944,  0.00136107], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44093933_69187927.wav', 'sampling_rate': 16000}",My head hurts in the back and the pain lasts all day.
448,"{'array': array([array([ 0.00220594,  0.0041952 ,  0.00337898, ..., -0.00197179,
              -0.00144876, -0.00082974], dtype=float32)               ,
       array([ 0.00220594,  0.0041952 ,  0.00337898, ..., -0.00197179,
              -0.00144876, -0.00082974], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_29289135_55391065.wav', 'sampling_rate': 16000}",there is a red stain in my skin
449,"{'array': array([array([ 0.00656756,  0.01635772,  0.00748153, ..., -0.00539645,
              -0.00927126, -0.00545307], dtype=float32)               ,
       array([ 0.00656756,  0.01635772,  0.00748153, ..., -0.00539645,
              -0.00927126, -0.00545307], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_40184183_31824366.wav', 'sampling_rate': 16000}",My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.
450,"{'array': array([array([ 0.00203611, -0.0006377 , -0.00745238, ...,  0.06753132,
               0.06821543,  0.07431626], dtype=float32)               ,
       array([ 0.00203611, -0.0006377 , -0.00745238, ...,  0.06753132,
               0.06821543,  0.07431626], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_31349958_87678305.wav', 'sampling_rate': 16000}","It is hard to breath when I am in the underground metro station, why?"
451,"{'array': array([array([ 6.1794260e-04,  2.9030829e-04, -9.3278760e-04, ...,
               2.7932369e-05,  1.3844142e-06, -3.1189734e-07], dtype=float32),
       array([ 6.1794260e-04,  2.9030829e-04, -9.3278760e-04, ...,
               2.7932369e-05,  1.3844142e-06, -3.1189734e-07], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_1853182_108211492.wav', 'sampling_rate': 16000}","i feel hurt, lot of pain in my heart"
452,"{'array': array([array([-0.00034401, -0.00046015, -0.00026567, ...,  0.        ,
               0.        ,  0.        ], dtype=float32)               ,
       array([-0.00034401, -0.00046015, -0.00026567, ...,  0.        ,
               0.        ,  0.        ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43665783_34881237.wav', 'sampling_rate': 16000}",It hurts when I raise my arm up
453,"{'array': array([array([ 0.00255117,  0.00160151,  0.00097433, ..., -0.00016013,
              -0.00265139, -0.0018822 ], dtype=float32)               ,
       array([ 0.00255117,  0.00160151,  0.00097433, ..., -0.00016013,
              -0.00265139, -0.0018822 ], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_41203338_23762123.wav', 'sampling_rate': 16000}",I don't have full range of motion with my arms
454,"{'array': array([array([-0.02084698, -0.03341792, -0.03004935, ...,  0.01412706,
               0.01563222,  0.01663135], dtype=float32)               ,
       array([-0.02084698, -0.03341792, -0.03004935, ...,  0.01412706,
               0.01563222,  0.01663135], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44263136_50406387.wav', 'sampling_rate': 16000}",I feel pain in the knee when walking
455,"{'array': array([array([-2.2919588e-03, -1.8628184e-03, -9.4454896e-05, ...,
               2.0436442e-04,  2.3711668e-03,  1.1449900e-03], dtype=float32),
       array([-2.2919588e-03, -1.8628184e-03, -9.4454896e-05, ...,
               2.0436442e-04,  2.3711668e-03,  1.1449900e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_29289135_47668254.wav', 'sampling_rate': 16000}",i cant sleep because of cough
456,"{'array': array([array([-0.02621485, -0.04270124, -0.03744606, ...,  0.00117483,
               0.00079504, -0.00140479], dtype=float32)               ,
       array([-0.02621485, -0.04270124, -0.03744606, ...,  0.00117483,
               0.00079504, -0.00140479], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44176037_20150035.wav', 'sampling_rate': 16000}",I got injured exercising
457,"{'array': array([array([ 8.0144870e-05,  1.2938486e-04,  1.1074173e-05, ...,
              -1.2382420e-04, -1.1481186e-04, -2.6017585e-04], dtype=float32),
       array([ 8.0144870e-05,  1.2938486e-04,  1.1074173e-05, ...,
              -1.2382420e-04, -1.1481186e-04, -2.6017585e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_27392644_45860516.wav', 'sampling_rate': 16000}",i can't breath because of  Cough
458,"{'array': array([array([0.00188363, 0.00284535, 0.00256969, ..., 0.00267019, 0.00243336,
              0.00261807], dtype=float32)                                     ,
       array([0.00188363, 0.00284535, 0.00256969, ..., 0.00267019, 0.00243336,
              0.00261807], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_44323331_42291661.wav', 'sampling_rate': 16000}",i have a strong shoulder pain
459,"{'array': array([array([ 1.8635100e-04,  3.2502771e-04,  3.8002286e-04, ...,
              -4.0362291e-05,  1.4807691e-04,  1.1605794e-04], dtype=float32),
       array([ 1.8635100e-04,  3.2502771e-04,  3.8002286e-04, ...,
              -4.0362291e-05,  1.4807691e-04,  1.1605794e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35832653_15159684.wav', 'sampling_rate': 16000}",My chest break out with red pimples and whiteheads.
460,"{'array': array([array([-2.7185748e-04,  3.4591410e-04,  1.7485250e-04, ...,
              -2.1722744e-05,  3.8251252e-05,  1.4137275e-05], dtype=float32),
       array([-2.7185748e-04,  3.4591410e-04,  1.7485250e-04, ...,
              -2.1722744e-05,  3.8251252e-05,  1.4137275e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_40419625_36222968.wav', 'sampling_rate': 16000}",i'm disappointed
461,"{'array': array([array([0.01738081, 0.02992885, 0.02752202, ..., 0.00177607, 0.00407839,
              0.0057155 ], dtype=float32)                                     ,
       array([0.01738081, 0.02992885, 0.02752202, ..., 0.00177607, 0.00407839,
              0.0057155 ], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_43604449_65875441.wav', 'sampling_rate': 16000}",When I stand up too quickly I start to feel dizzy and light-headed
462,"{'array': array([array([-9.3401162e-05, -1.9164770e-04, -1.7171384e-04, ...,
              -1.0584088e-04, -1.0186006e-04, -2.5429207e-04], dtype=float32),
       array([-9.3401162e-05, -1.9164770e-04, -1.7171384e-04, ...,
              -1.0584088e-04, -1.0186006e-04, -2.5429207e-04], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_35832653_92408740.wav', 'sampling_rate': 16000}","i am feeling so dizzy, body is so fragile."
463,"{'array': array([array([0.00026919, 0.00064527, 0.00078763, ..., 0.00064892, 0.00061812,
              0.00068293], dtype=float32)                                     ,
       array([0.00026919, 0.00064527, 0.00078763, ..., 0.00064892, 0.00061812,
              0.00068293], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_43665783_41704044.wav', 'sampling_rate': 16000}",I can't stand with this horrible feeling in my shoulder
464,"{'array': array([array([ 0.00015863,  0.00026377,  0.00013863, ..., -0.00032835,
              -0.00026013, -0.00040165], dtype=float32)               ,
       array([ 0.00015863,  0.00026377,  0.00013863, ..., -0.00032835,
              -0.00026013, -0.00040165], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_27392644_32957316.wav', 'sampling_rate': 16000}",I have an indigestion
465,"{'array': array([array([-0.00731081, -0.0127786 , -0.01520748, ...,  0.00665103,
               0.00601356,  0.00301078], dtype=float32)               ,
       array([-0.00731081, -0.0127786 , -0.01520748, ...,  0.00665103,
               0.00601356,  0.00301078], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_44259428_57761508.wav', 'sampling_rate': 16000}",I can't sleep I have a hard cough
466,"{'array': array([array([-0.00072234, -0.00492227, -0.00432562, ..., -0.00463462,
              -0.00042478, -0.00243368], dtype=float32)               ,
       array([-0.00072234, -0.00492227, -0.00432562, ..., -0.00463462,
              -0.00042478, -0.00243368], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43577102_93075210.wav', 'sampling_rate': 16000}",I knocked my foot and it really hurts.
467,"{'array': array([array([ 0.00146488,  0.00218805, -0.00052005, ..., -0.01623843,
              -0.01732608, -0.01264955], dtype=float32)               ,
       array([ 0.00146488,  0.00218805, -0.00052005, ..., -0.01623843,
              -0.01732608, -0.01264955], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_43995026_60737608.wav', 'sampling_rate': 16000}",is my cut infected or just healing?
468,"{'array': array([array([-0.00066524, -0.00035989,  0.00208733, ...,  0.00311886,
               0.00445423,  0.00606101], dtype=float32)               ,
       array([-0.00066524, -0.00035989,  0.00208733, ...,  0.00311886,
               0.00445423,  0.00606101], dtype=float32)               ],
      dtype=object), 'path': './recordings/1249120_42210938_89368189.wav', 'sampling_rate': 16000}",My neck has been sore since the accident.
469,"{'array': array([array([ 2.0881318e-03, -8.4387757e-05,  4.4420234e-05, ...,
               6.0169579e-04,  3.5239328e-03, -1.5622127e-03], dtype=float32),
       array([ 2.0881318e-03, -8.4387757e-05,  4.4420234e-05, ...,
               6.0169579e-04,  3.5239328e-03, -1.5622127e-03], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_22423108_69115681.wav', 'sampling_rate': 16000}","can't do any exercise, i feel weak"
470,"{'array': array([array([ 1.7073516e-04, -2.2590134e-04,  1.3668605e-04, ...,
              -8.9966110e-05,  1.3962165e-04, -9.8983495e-05], dtype=float32),
       array([ 1.7073516e-04, -2.2590134e-04,  1.3668605e-04, ...,
              -8.9966110e-05,  1.3962165e-04, -9.8983495e-05], dtype=float32)],
      dtype=object), 'path': './recordings/1249120_38202325_56157201.wav', 'sampling_rate': 16000}",i feel pain in my neck
471,"{'array': array([array([0.00096788, 0.0025904 , 0.00261163, ..., 0.00055195, 0.00168597,
              0.00237156], dtype=float32)                                     ,
       array([0.00096788, 0.0025904 , 0.00261163, ..., 0.00055195, 0.00168597,
              0.00237156], dtype=float32)                                     ],
      dtype=object), 'path': './recordings/1249120_43577102_45908719.wav', 'sampling_rate': 16000}","my cbc report indicate 10 hb, i feel tired of little work."
